0x5b8,Flag 1 - 8,Flag 9 - 16,Flag 17 - 24,Flag 25 - 32,Flag 33 - 40,Flag 41 - 48,Flag 49 - 56,Flag 57 - 63,Character Pointer,Face Pointer,Asset Pointer,Character Name Pointer,Character Description Pointer,Attack Stance Pointer,Defense Stance Pointer,Character ID,Support Route,Army ID,Replace this Character ID from GameData,Parent,Class 1,Class 2,Support ID,Level,Internal level,Enemy/Ally Flag,##UNKNOWN##,Base HP,Base Strength,Base Skill,Base Speed,Base Luck,Base Defense,Base Resistance,Base Mov,HP Cap,Strength Cap,Skill Cap,Speed Cap,Luck Cap,Defense Cap,Resistance Cap,Mov Cap,HP Growth,Strength Growth,Skill Growth,Speed Growth,Luck Growth,Defense Growth,Resistance Growth,Mov Growth,##UNKNOWN##,Sword/Katana Rank,Lance/Naginata Rank,Axe/Club Rank,Shuriken/Dagger Rank,Bow/Yumi Rank,Tome/Scroll Rank,Staff/Rod Rank,Stone Rank,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill Flags 1 - 8,Skill Flags 9 - 16,Personal Skill (Birthright),Personal Skill (Conquest),Personal Skill (Revelation),Day of birth,Month of birth,Reclass option 1,Reclass Option 2,Parent ID,Child ID,Support Index (parent - child and sibling support),Level Cap / 10,Amiibo,Combat Music Pointer,Enemy Voice Pointer,Amiibo weapon 1,Amiibo weapon 2,unk,unk,unk,unk,unk
Illusion,0x0,0x0,0x0,0x0,0xe6,0x24,0x1,0x0,0x14ecf,0x14e96,0x130f9,0x15066,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xf5,0x24,0x1,0x0,0x14ecf,0x13757,0x15075,0x15080,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30c6,1,0,0x30c6,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x6,0x25,0x1,0x0,0x14ecf,0x13c95,0x15091,0x1509a,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30c6,1,0,0x30c6,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x15,0x25,0x1,0x0,0x14ecf,0x13659,0x150a9,0x150bc,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x2e,0x25,0x1,0x0,0x14ecf,0x150d5,0x150ec,0x15101,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x49,0x25,0x1,0x0,0x14ecf,0x13620,0x1511c,0x15129,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30d4,1,0,0x30d4,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x5c,0x25,0x1,0x0,0x14ecf,0x13834,0x1513c,0x15145,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30d4,1,0,0x30d4,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x69,0x25,0x1,0x0,0x14ecf,0x137e7,0x15152,0x1515f,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x7a,0x25,0x1,0x0,0x14ecf,0x14eb4,0x14ebf,0x15170,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30c6,1,0,0x30c6,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x89,0x25,0x1,0x0,0x14ecf,0x1391e,0x131c2,0x1517f,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x98,0x25,0x1,0x0,0x14ecf,0x1518e,0x131c2,0x1519f,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xad,0x25,0x1,0x0,0x14ecf,0x13f48,0x14e1a,0x151b4,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f84,1,0,0x2f84,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xbe,0x25,0x1,0x0,0x14ecf,0x14199,0x14e38,0x151c5,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f84,1,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xcf,0x25,0x1,0x0,0x14ecf,0x1422f,0x14bf0,0x151d6,0x14ef9,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb600014f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fd8,1,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xdc,0x25,0x1,0x0,0x14ecf,0x14cf8,0x14b1a,0x151e3,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xeb,0x25,0x1,0x0,0x14ecf,0x14d70,0x14d7b,0x151f2,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xfa,0x25,0x1,0x0,0x14ecf,0x14b35,0x14b44,0x15201,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xd,0x26,0x1,0x0,0x14ecf,0x14d22,0x14d2f,0x15214,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x1e,0x26,0x1,0x0,0x14ecf,0x14b6c,0x14b7b,0x15225,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x31,0x26,0x1,0x0,0x14ecf,0x14d4a,0x14d57,0x15238,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x42,0x26,0x1,0x0,0x14ecf,0x14b9e,0x14bb1,0x15249,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Alm2,0x0,0x0,0x0,0x0,0x59,0x26,0x1,0x0,0x14ecf,0x14c63,0x14c6c,0x15260,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Celica2,0x0,0x0,0x0,0x0,0x66,0x26,0x1,0x0,0x14ecf,0x14bd0,0x14bdb,0x1526d,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Gray2,0x0,0x0,0x0,0x0,0x75,0x26,0x1,0x0,0x134de,0x1527c,0x15287,0x15296,0x13500,0x152a5,0x10100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,18,6,4,3,7,3,4,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1352b000142ce000152b000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Tobin2,0x0,0x0,0x0,0x0,0x84,0x26,0x1,0x0,0x13912,0x152b6,0x152c1,0x152d0,0x13934,0x152a5,0x10101,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,15,4,5,4,8,2,7,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13957000142ce000152df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x3968,0x1,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Kliff2,0x0,0x0,0x0,0x0,0x93,0x26,0x1,0x0,0x1357e,0x1527c,0x152e8,0x152f7,0x13595,0x152a5,0x10100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,17,4,3,3,2,3,2,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce0001530600000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Faye2,0x0,0x0,0x0,0x0,0xa2,0x26,0x1,0x0,0x135a8,0x1527c,0x1530c,0x1531b,0x135bf,0x152a5,0x10100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,16,5,2,4,4,2,4,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce0001532a00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mycen2,0x0,0x0,0x0,0x0,0xb1,0x26,0x1,0x0,0x135e0,0x1527c,0x15331,0x15340,0x135f7,0x152a5,0x10100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,16,5,1,2,10,2,8,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce0001534f00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Slayde2,0x0,0x0,0x0,0x0,0xc0,0x26,0x1,0x0,0x138d1,0x152b6,0x15356,0x15365,0x138f3,0x152a5,0x10101,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,14,4,1,2,6,2,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce0001537400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cavalier2,0x0,0x0,0x0,0x0,0xcf,0x26,0x1,0x0,0x1389f,0x1386c,0x131aa,0x138ad,0x138ba,0x152a5,0x500,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,47,24,10,12,5,19,4,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x138ca00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Soldier2,0x0,0x0,0x0,0x0,0xde,0x26,0x1,0x0,0x13de0,0x13ccf,0x13df0,0x13dff,0x13e0e,0x13db9,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x1900,28,10,4,7,0,7,5,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13e2800013e2000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
PID_206,0x0,0x0,0x0,0x0,0xef,0x26,0x1,0x0,0x14bf9,0x1369a,0x14c05,0x0,0x0,0x13db9,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,24,6,3,3,0,3,2,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
PID_207,0x0,0x0,0x0,0x0,0xfc,0x26,0x1,0x0,0x14c7e,0x13544,0x14ad9,0x0,0x0,0x13db9,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,26,7,1,2,0,4,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xd,0x27,0x1,0x0,0x15379,0x15381,0x1538c,0x15393,0x0,0x134c8,0x100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x18,0x27,0x1,0x0,0x15379,0x1539e,0x1538c,0x153a9,0x0,0x134c8,0x100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x23,0x27,0x1,0x0,0x14da2,0x13714,0x14db2,0x0,0x0,0x13d5f,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,8,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x38,0x27,0x1,0x0,0x14da2,0x13714,0x14db2,0x0,0x0,0x13e65,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,7,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x4d,0x27,0x1,0x0,0x153b4,0x13ccf,0x13ce0,0x13cef,0x153c4,0x152a5,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x0,28,13,14,13,6,6,11,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13d1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x5c,0x27,0x1,0x0,0x14cb5,0x13a35,0x14cbf,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x69,0x27,0x1,0x0,0x14cce,0x13c26,0x14cd8,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x76,0x27,0x1,0x0,0x14ce1,0x1411d,0x14ced,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x85,0x27,0x1,0x0,0x14da2,0x13714,0x14db2,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x98,0x27,0x1,0x0,0x14dc1,0x140a7,0x14dd1,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xab,0x27,0x1,0x0,0x14e43,0x13f07,0x14e53,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
